year,month,day,hour,season,is_weekend,station_type,temperature_C,humidity_pct,wind_speed_kmh,rainfall_mm,traffic_density,vehicles_per_km2,industrial_proximity,population_density,green_cover_pct,PM2_5,PM10,NO2,SO2,CO,O3,Benzene,Toluene,dew_point_C,atm_pressure_hpa,visibility_km,wind_direction_deg,solar_radiation_wm2,cloud_cover_pct,road_dust_index,construction_activity_index,uv_index,pollen_count,mixing_layer_height_m,boundary_layer_temp_C,soil_moisture_index,aerosol_optical_depth,black_carbon_ugm3,organic_carbon_ugm3,secondary_organic_aerosol,nitrate_ugm3,sulfate_ugm3,ammonium_ugm3,methane_ppm,formaldehyde_ugm3,xylene_ugm3,heavy_metal_index,lead_ngm3,arsenic_ngm3,noise_level_db,light_pollution_index,waste_burning_index,crop_burning_index,diesel_generator_index,two_wheeler_density,power_plant_proximity,AQI
2021,10,6,15,Autumn,0,Industrial,24.0,74.1,9.7,0.41,57.2,674.0,2.3,79.0,9.8,118.6,180.1,73.8,34.6,2.35,76.6,5.35,11.5,14.8,1004.3,13.0,1.3611,-0.4319,-1.4246,-0.746,-0.3578,0.5279,0.3636,-0.0142,1.8753,0.6277,0.103,1.4307,-0.2563,-0.9283,-0.5883,0.3316,-0.3652,-0.2837,0.3311,-0.3408,0.3874,-1.556,0.0095,-0.4122,-0.3037,0.5725,0.0694,1.4411,-0.4854,-0.676,160.4
2020,5,7,18,Spring,1,Residential,20.2,31.8,1.5,2.97,79.7,966.0,1.0,95.0,5.2,,218.7,86.3,39.5,2.7,62.7,6.64,13.63,12.1,1006.3,11.5,-0.4245,0.1569,-0.9524,0.2557,-2.198,-1.3854,0.674,-0.0443,0.485,0.3545,0.557,0.153,-0.5425,1.99,0.1445,0.2291,0.3371,1.0976,-0.559,-1.1685,0.3596,1.3801,-0.2777,0.805,0.5351,-0.7762,0.8321,-1.5212,1.0042,0.4218,153.3
2021,1,26,0,Winter,0,Residential,27.9,70.7,5.5,1.29,74.9,911.0,2.3,102.0,8.0,139.0,205.5,84.9,38.6,2.71,69.9,6.12,12.48,16.3,1005.1,11.5,0.8607,0.0427,-0.4917,3.4118,0.5562,0.4688,-0.5913,1.1785,0.5926,-1.7816,-0.0496,1.1568,0.8094,-0.1817,-1.0093,0.4496,-0.0977,0.7028,-0.1005,0.3912,-0.147,-0.6287,-1.2583,-0.3674,-0.8931,0.6667,0.8352,0.7064,0.8029,-0.2204,232.1
2022,7,12,17,Monsoon,0,Industrial,26.8,20.3,4.2,0.87,40.1,468.0,3.6,100.0,9.2,108.6,157.1,61.9,33.2,2.14,76.1,4.91,10.6,17.4,1002.9,11.9,-0.2024,1.1977,1.5044,-0.9904,-2.1091,-0.6917,0.8267,-0.2941,1.3793,-0.4718,1.1977,2.3954,1.9785,-0.4897,0.3357,-0.1554,-0.3546,-0.3119,-0.6988,0.9925,0.4633,2.0697,0.659,0.0641,0.8602,0.6569,-1.8904,0.3335,0.757,-0.1806,153.9
2023,2,23,11,Winter,0,Background,26.6,44.3,16.4,0.9,41.6,494.0,3.5,89.0,7.1,84.1,131.2,47.1,21.7,1.62,75.6,3.82,8.06,16.8,1004.6,14.1,0.4929,-0.0828,-0.1592,-0.912,-1.4785,-1.4673,-0.3331,0.5424,1.309,0.4766,-0.7904,0.6755,-0.1992,1.3469,-0.1183,0.6901,0.1539,0.489,-0.219,1.8755,-0.498,0.5598,0.4844,1.7086,0.1141,-1.1644,-1.2517,0.6108,0.564,-0.2483,148.3
2022,7,3,13,Monsoon,0,Residential,30.7,66.3,8.0,3.82,64.3,776.0,1.7,81.0,7.5,117.5,180.1,69.6,33.4,2.27,,5.12,10.72,20.5,1003.9,11.5,-0.1351,0.7213,0.0732,-1.173,-0.0286,-0.7624,0.8852,0.3542,-1.211,1.14,0.2856,-0.7432,-0.5364,1.2691,-1.069,-1.0511,-0.1668,0.0161,0.4162,-0.7932,-0.3122,-0.1871,0.375,0.7111,0.7314,0.543,2.5728,0.6383,0.3917,-0.2304,197.4
2019,10,28,4,Autumn,0,Background,15.1,37.1,6.1,1.61,81.5,982.0,1.0,95.0,7.9,143.4,215.7,85.9,42.3,2.81,58.4,6.32,13.55,10.1,1008.6,11.3,-0.1961,0.6798,-0.2595,-0.3465,0.5648,-0.5571,-0.1454,-1.2588,-0.0389,0.2188,-1.563,0.6494,0.6075,2.7159,-0.3332,-1.0322,0.938,1.274,0.1611,0.2634,-0.0569,1.3006,-0.038,0.4771,0.9652,-0.5531,0.4602,0.0622,1.5927,0.9767,106.6
2020,5,25,9,Spring,0,Industrial,29.7,52.6,1.0,2.53,111.6,1349.0,5.4,18.0,20.0,269.0,,158.2,73.4,5.44,37.5,12.25,25.35,20.2,1004.3,9.0,-1.4521,2.5604,0.861,-1.3431,-0.4872,-0.4206,-2.1568,-1.5501,-0.8557,0.5732,0.655,-0.8373,-0.5863,-1.0035,-0.3556,-1.0017,0.039,0.097,-0.9691,1.6524,1.2875,0.8024,-0.8031,0.5761,-0.2408,-1.698,1.5497,0.1404,0.9807,-0.1882,290.3
2019,8,3,3,Monsoon,0,Residential,22.0,36.4,7.4,4.55,72.6,879.0,4.1,129.0,4.8,158.0,238.7,93.2,42.6,3.06,59.9,7.04,14.63,14.5,1006.6,11.3,0.2674,1.8103,0.1412,-0.2579,1.0121,0.6315,0.884,1.3485,0.0786,1.8869,-2.0249,-0.2345,0.6689,-0.9391,-0.0238,-0.346,0.4449,-0.0728,-1.9882,-0.1083,0.0111,-0.1048,-0.3513,1.4838,1.3679,0.2096,1.4452,0.4432,-1.1277,-1.2521,209.7
2021,7,9,4,Monsoon,0,Traffic,27.8,72.8,1.0,4.64,90.2,1079.0,2.0,84.0,8.1,176.2,264.2,106.7,47.9,3.34,66.3,7.86,16.71,19.0,1005.4,11.1,-1.2729,-0.8329,-2.721,-0.6337,-0.2794,1.529,-0.1452,-0.6666,0.132,0.6477,-0.3396,1.4319,-1.6011,0.3139,-0.0691,0.1365,-2.06,-0.4289,-2.6557,-0.199,0.1367,0.2555,1.6526,-0.4061,0.4493,-0.1793,-0.5497,-1.0366,-0.6615,0.4411,229.1
2020,10,13,3,Autumn,0,Traffic,34.6,80.4,3.3,0.8,24.7,283.0,1.0,92.0,5.8,54.0,78.0,30.5,15.0,1.08,85.9,2.77,6.05,23.1,1002.9,13.2,-0.2726,2.2746,-0.6159,0.1308,0.9417,-0.9311,0.9626,0.2068,-0.5877,1.3783,0.6862,-0.6917,-0.3852,-0.0659,-1.0034,0.0191,-0.3392,0.4962,-2.8123,0.9735,-0.0324,0.6259,0.7971,1.322,-0.8262,-1.3567,0.721,-0.1473,-0.3907,0.3517,226.1
2023,5,17,15,Spring,0,Background,15.0,60.1,1.2,6.09,,1395.0,1.2,134.0,13.0,225.6,337.1,140.2,62.9,4.39,48.5,10.47,22.01,10.6,1009.8,9.3,-0.3416,0.6135,1.0803,0.8472,1.5408,1.5267,0.0341,-0.327,-0.1845,0.6764,1.1666,0.6521,-0.7007,-1.7318,-0.6449,-0.8776,1.5704,-0.3441,0.3382,0.9223,-0.7964,-0.0068,-0.6445,1.1739,0.9576,2.1464,-2.4464,-0.9972,-0.8813,-1.6397,237.6
2019,8,14,10,Monsoon,0,Industrial,23.5,98.0,9.4,0.05,80.1,977.0,9.2,72.0,20.8,229.7,339.0,136.1,63.0,4.65,50.9,,21.04,14.0,1005.6,9.1,2.9324,-1.1255,-0.4835,-0.2892,-0.1225,1.0172,-0.771,-1.2997,-1.087,-0.2254,1.5034,-0.466,2.0724,-2.2661,0.2764,0.7729,0.9661,-2.6272,1.492,-0.1685,-1.2633,-1.2115,-2.0785,0.9166,-0.0365,-0.4635,-0.1851,0.7016,-1.6308,1.8865,345.4
2022,6,5,2,Monsoon,0,Traffic,24.9,55.8,1.8,0.95,63.8,768.0,5.1,139.0,16.8,182.5,270.8,109.3,51.5,3.43,65.6,8.14,17.34,16.5,1006.5,10.2,0.8364,-0.5404,0.083,0.3393,-1.1278,-0.1124,-1.6431,-0.0101,-0.4325,0.3235,1.3503,-0.615,0.1698,-0.8599,0.2307,-0.2073,0.4191,0.5971,0.5947,-1.3311,-0.2669,0.0875,-1.2272,-0.8658,-0.6972,0.0743,-0.6278,0.0291,-0.7777,0.3947,240.6
2020,5,13,14,Spring,0,Industrial,21.4,36.0,4.0,4.52,60.9,734.0,3.6,104.0,9.0,143.3,221.9,85.2,39.4,2.92,72.1,6.72,13.81,12.1,1006.5,10.9,0.927,1.1694,1.4219,0.3071,0.4395,-1.2043,0.4821,0.6482,-1.0911,1.5771,1.083,-0.901,-0.9099,-0.5067,0.2886,0.1225,-0.417,-0.0981,0.305,1.3901,-0.3402,-1.0735,-0.3903,-0.1213,-0.4725,0.7768,-0.3262,1.4427,-0.4905,-2.172,188.5
2023,11,14,18,Autumn,0,Industrial,34.1,34.3,18.1,0.64,37.3,432.0,1.3,98.0,11.3,44.0,66.9,22.6,11.7,0.88,91.4,2.31,4.61,22.3,1003.5,14.4,0.225,-0.4951,-0.1314,-1.7616,-0.2231,-0.8304,1.6241,0.7368,-0.3461,1.1773,0.2056,0.8134,0.7406,-0.9106,1.301,-0.2879,-0.7851,1.0558,-0.1595,0.2852,-0.0974,-0.1157,2.002,1.7892,-0.9485,-0.5216,-0.4235,0.4702,0.471,0.0842,165.6
2019,6,24,20,Monsoon,0,Traffic,19.5,57.4,1.8,0.64,44.5,542.0,1.3,102.0,20.7,94.0,143.5,56.2,28.6,1.97,77.1,4.42,9.24,12.5,1007.6,11.5,-0.2381,-0.3071,0.8123,0.0157,0.4162,-0.4516,0.6772,0.7725,-0.6758,0.522,0.8664,0.8066,-0.5231,0.9242,0.6249,-0.4345,-0.6989,1.6885,1.0463,-1.1126,1.0936,0.576,-1.4495,-0.0154,-0.63,0.4266,1.5035,0.6059,-0.7853,0.7863,148.8
2019,10,28,13,Autumn,0,Traffic,21.0,65.8,5.7,0.72,112.8,1362.0,5.6,69.0,15.2,259.1,381.5,152.9,72.8,4.91,42.5,11.82,24.4,12.9,1006.4,8.7,0.5261,-1.5348,0.1448,0.8864,-0.0202,0.9938,-0.3872,0.5043,0.2579,-0.0349,1.2316,-1.5581,-1.1027,0.3162,-0.9472,-1.1181,-0.4042,0.983,1.5099,1.6299,-0.2347,0.5879,1.3214,0.5165,-0.4774,-0.2117,0.2662,-0.6949,0.6189,-0.5799,279.1
2019,5,6,22,Spring,0,Traffic,19.6,98.0,4.3,1.9,40.3,511.0,8.1,52.0,11.1,,258.3,103.8,47.9,3.07,49.4,,14.83,12.3,1006.7,11.1,0.2976,-0.7544,0.7192,-0.3079,-0.702,1.2685,-0.0078,-1.2055,-1.4388,-1.5272,0.8548,-1.8414,0.2127,-0.5022,-1.124,0.4061,1.6773,-3.5313,-0.9559,-0.1952,0.2829,-0.5644,-0.2476,0.4288,-1.4461,0.5468,-0.542,-1.2943,-0.2298,0.1386,284.3
2023,6,28,13,Monsoon,0,Residential,35.8,,0.5,1.15,39.8,480.0,5.6,62.0,7.1,157.1,238.8,94.6,44.3,3.13,58.3,,14.64,22.2,1002.5,11.1,-1.2921,-1.1399,0.385,0.5277,1.0067,-1.1691,-0.0666,1.2194,-2.141,1.17,-1.7449,1.5963,0.3202,-1.2813,-0.5424,0.4244,0.8116,-0.4055,-0.3776,-0.5681,0.3161,-0.09,0.4365,1.6422,1.4901,-0.6398,-0.1474,0.6548,1.4752,0.2168,249.8
2022,10,19,9,Autumn,0,Residential,21.6,48.6,12.6,2.59,47.4,559.0,2.3,112.0,21.7,79.2,117.6,47.0,20.9,1.41,76.6,3.47,7.21,15.0,1007.9,13.7,-0.4991,0.1794,-0.5532,1.1521,-1.1099,-1.0071,-1.9157,-0.6544,-1.864,0.0055,-0.1234,1.344,-0.8784,-0.2454,0.1903,1.7185,1.2941,-0.468,1.2481,0.5652,-2.3427,-1.3965,-1.7427,-0.4392,-0.7782,1.0914,-0.0993,-0.3454,-0.3579,-1.2096,121.3
2021,12,16,23,Winter,0,Residential,30.1,68.6,0.6,4.51,,406.0,1.5,67.0,6.9,77.4,123.0,45.4,21.6,1.47,73.5,3.55,7.3,19.7,1004.2,13.1,0.6421,0.0717,-0.5724,-0.8298,-1.1948,-1.5405,-1.7448,1.4631,-0.8619,-0.0182,-0.3783,1.0765,-0.0909,-0.6464,-1.1378,1.7453,1.3341,0.9774,-0.0295,-1.1491,-0.524,1.2848,0.4722,1.3086,0.4481,-2.1974,-0.4825,0.0237,0.8617,-0.5148,204.2
2020,2,4,13,Winter,0,Residential,43.8,61.8,5.1,2.24,65.4,782.0,1.2,52.0,2.1,119.2,171.8,74.8,31.9,2.6,89.0,5.32,,30.0,1000.6,12.1,0.3496,1.0982,0.1568,0.3907,-0.3749,2.2211,-0.1497,-0.5732,0.2392,-1.0986,2.0489,-0.1341,0.108,-0.0878,1.793,-0.1299,-0.6747,0.2196,-0.8875,-1.2943,0.2579,0.9491,0.7656,0.6067,-0.888,-0.0937,1.608,-0.8368,-0.0508,0.9266,253.5
2023,4,22,7,Spring,1,Residential,25.3,49.2,6.6,0.46,92.2,1095.0,2.1,86.0,9.0,193.6,300.4,116.4,54.3,3.9,52.4,8.3,17.93,16.7,1006.7,9.9,1.6816,1.015,0.2933,0.5178,0.9583,-0.4622,1.2542,0.7434,-2.2808,-1.2766,0.4075,-0.5024,1.3999,-0.1649,-0.0211,-0.1125,-0.5283,2.111,-0.6337,-1.6863,0.2061,-1.2334,0.1768,0.132,2.0412,0.594,0.8013,0.4034,-0.7106,0.7358,190.2
2022,4,6,3,Spring,1,Residential,36.0,59.2,7.9,5.4,49.7,588.0,1.3,101.0,6.2,76.4,113.8,42.6,23.4,1.38,86.4,3.45,,23.5,1002.7,12.8,0.3546,-0.8121,0.2097,1.4677,1.8397,-1.8092,0.9382,-0.6671,0.7064,-0.4607,-0.2624,-0.008,-0.0228,0.499,-0.0551,-0.7144,-0.9826,0.6696,-0.9041,-1.3627,1.9335,0.4677,-0.1542,0.6715,2.0644,-0.6743,-0.7935,0.1164,-1.7703,0.1915,217.5
2019,2,24,15,Winter,1,Traffic,41.0,39.6,9.3,0.61,30.7,355.0,3.1,89.0,6.8,72.7,103.3,46.1,17.9,1.49,85.3,3.49,7.68,25.6,1000.9,12.5,1.6772,1.5985,0.3421,-0.4132,1.2044,0.6245,0.1415,0.6325,0.7474,1.1539,-0.187,0.8939,-0.3103,-1.2054,1.5347,1.8741,0.9746,0.3025,-0.0891,-0.9827,0.1298,1.302,-0.5554,-0.255,1.1116,-0.6285,1.0706,-1.1293,0.2816,0.1697,199.8
2020,10,8,18,Autumn,1,Traffic,35.2,52.0,2.3,0.32,72.3,865.0,2.8,101.0,8.8,163.8,242.8,100.4,44.6,3.26,58.8,7.86,16.38,22.4,1002.7,10.6,0.776,-0.0186,0.1482,1.177,-1.1618,1.0711,0.3137,-1.8055,0.5498,-0.6831,-1.0311,1.2075,-0.7758,0.7175,0.1866,-0.9064,1.2828,0.8619,-0.5049,1.3355,0.5283,1.1213,0.4932,-0.187,0.3938,0.4136,0.2672,0.7126,1.0411,-0.0988,229.1
2022,6,28,3,Monsoon,0,Background,25.8,40.0,0.5,0.19,63.6,762.0,10.0,113.0,14.9,242.2,358.0,142.6,69.4,4.85,45.9,10.72,22.73,15.1,1004.2,,0.4557,1.2059,0.0561,-0.4602,-0.3817,-0.28,-0.3861,2.0759,-0.0491,-0.6648,-1.0133,-0.6127,-0.2928,-1.6032,-0.6912,0.6197,0.9313,1.8628,0.7138,-1.6329,0.7483,-0.8019,-0.4191,0.2396,0.3946,-0.0907,0.2042,-0.4524,0.3838,1.0053,335.9
2021,8,21,2,Monsoon,0,Residential,31.8,78.8,10.3,1.66,90.1,1107.0,5.6,101.0,17.8,206.7,314.0,123.0,57.3,4.51,59.1,9.37,19.9,20.7,1002.6,9.8,0.1372,0.6026,-0.1223,0.4081,0.8856,-1.4065,-0.5164,0.2524,0.983,-0.9049,1.1805,-0.0287,-0.4182,0.4972,0.5228,-0.08,0.8702,-0.7623,0.2979,2.0561,-0.916,1.1488,0.6302,-0.4615,0.3995,0.716,-0.1221,1.0821,0.7649,-0.253,315.4
2021,8,11,8,Monsoon,1,Background,14.4,73.4,,0.24,53.6,647.0,3.2,85.0,2.2,132.4,196.9,85.8,35.1,2.76,,5.82,12.12,9.8,1009.4,11.7,-0.4505,0.6211,0.1803,-1.1934,-0.6325,-1.5277,1.0517,-0.0893,0.1417,1.2753,-0.9428,0.0064,-0.0689,2.0228,0.458,2.5303,-1.9568,-0.1611,-0.3352,0.9665,1.1968,1.2588,1.1892,-0.894,1.0857,1.4968,1.3747,0.0253,1.7238,-1.7718,189.2
2020,12,7,20,Winter,0,Industrial,19.0,59.1,14.5,0.3,58.5,714.0,10.0,76.0,26.1,189.7,275.4,114.7,50.3,3.53,52.8,8.62,18.1,12.5,1007.0,9.8,0.4086,0.403,-0.5473,0.4917,-0.0495,0.4398,0.1209,0.351,0.5518,-1.8956,2.2457,0.3327,0.9312,-1.0873,-0.7693,-0.2461,-1.4332,-0.4583,-0.2425,1.4591,-0.7063,0.2202,0.8036,1.7874,0.7599,0.1553,0.3656,-2.2173,0.4166,0.822,295.5
2022,7,27,12,Monsoon,0,Residential,20.6,60.3,13.8,0.71,61.3,735.0,4.1,105.0,5.5,127.9,185.1,88.0,35.0,2.95,65.9,5.48,11.1,12.9,1006.7,11.8,0.3072,1.4678,-0.7549,-0.0137,0.0369,1.6048,-0.7252,0.694,-0.9615,0.3084,0.3386,0.4355,0.9811,-0.6663,-0.9468,0.6199,-0.6663,-0.7684,-0.3419,1.0551,-0.9721,-0.334,-0.3463,0.0193,2.0406,-0.8443,1.16,-0.6821,-0.0126,-0.3855,162.9
2022,7,21,5,Monsoon,0,Traffic,45.0,64.0,14.8,0.66,67.2,802.0,1.3,94.0,10.9,92.3,131.3,59.4,26.0,1.76,77.9,3.88,8.16,27.4,999.3,12.6,0.1415,-1.3346,-0.0634,-1.273,0.1514,-1.6522,0.4731,-0.2212,0.9732,-1.3373,1.1874,-1.9542,-1.1562,0.5077,-1.2487,-0.7584,0.617,2.1668,-0.0867,-1.0295,1.5303,-0.0539,0.019,-0.4081,0.1155,-0.2253,-0.4676,0.1806,-1.2789,-0.7385,226.6
2019,2,2,4,Winter,0,Residential,18.7,51.8,5.3,1.85,55.2,661.0,5.4,69.0,8.0,,243.7,103.4,46.3,3.21,56.1,7.14,15.37,11.7,1007.6,10.9,-1.1996,0.0798,-0.6854,0.3019,-1.2212,-0.5526,-0.1157,-0.0776,0.0083,0.4665,2.1102,-1.3223,0.6835,-0.5066,-0.7365,1.1184,-1.2268,0.0373,-1.014,-0.5368,-0.0006,-0.0946,-1.1711,1.2737,0.3283,0.2124,0.099,-1.5387,0.2008,-0.1679,207.5
2023,5,27,15,Spring,1,Traffic,18.6,29.6,3.2,3.39,51.1,611.0,1.0,117.0,9.3,90.4,137.0,52.0,27.4,1.58,83.8,4.18,8.73,12.3,1006.9,12.4,-1.3416,1.0349,-0.0035,-0.5094,-1.2378,0.3068,-1.7293,-1.0559,-1.069,-0.0863,-0.3417,-0.835,0.0766,-1.4723,-0.835,1.0327,0.5426,0.4372,1.1738,0.5679,1.6696,0.8303,-0.1723,1.2011,0.9336,0.2887,0.0831,-1.1874,0.9137,-0.6426,109.2
2019,2,13,17,Winter,1,Residential,16.6,53.9,12.5,2.87,18.7,239.0,1.0,94.0,6.2,19.0,23.9,18.8,4.7,0.36,76.4,0.62,1.28,11.7,1007.9,15.0,-1.426,1.6008,-1.4805,-0.4733,-0.2923,-1.5018,-0.476,0.4303,0.9829,-1.8655,-0.3386,0.875,0.7309,0.5946,-0.7876,0.6768,-1.6605,-0.6836,0.6275,-0.0391,0.7784,0.3048,0.3777,1.8343,0.9959,-0.4788,-0.2861,-0.231,0.1127,-0.6942,134.2
2021,12,1,16,Winter,0,Background,31.0,68.8,4.8,0.61,50.9,615.0,4.0,102.0,25.8,141.3,210.2,81.1,40.5,2.7,78.6,5.97,12.77,20.4,1005.1,11.5,0.2917,-0.1322,0.1023,-0.0658,0.0294,0.2333,-0.0033,0.0528,-0.5527,-0.2907,-0.4394,-1.3612,0.5139,-0.5594,-0.498,0.373,-0.7505,0.5234,0.6592,0.7851,1.329,-0.7492,-0.6651,1.2634,1.8405,-0.4574,0.6564,0.5383,-0.0778,1.2299,208.7
2020,7,10,6,Monsoon,0,Residential,27.3,77.1,1.6,0.56,82.9,1007.0,4.5,79.0,18.3,192.3,288.2,114.8,54.4,3.78,54.2,8.91,18.55,17.0,1004.2,10.6,0.3923,0.3961,0.2377,0.5411,0.1899,-0.1279,0.5508,0.0082,0.3869,-0.7861,-0.283,-1.2337,-1.9245,0.576,-0.1573,0.0755,1.0608,-0.5213,-0.2323,0.8075,-1.8052,-0.6444,0.1708,-1.313,1.2139,0.1479,0.3134,0.2071,-0.8993,0.6363,257.8
2020,6,27,22,Monsoon,0,Residential,35.8,61.3,15.4,6.75,86.3,1049.0,5.4,113.0,23.9,198.3,295.5,116.8,55.5,3.89,,8.86,18.65,22.3,1002.7,9.8,-0.484,-0.6157,-0.7742,0.5529,0.8696,0.0732,-0.1596,0.2496,-1.2075,-0.9407,-0.8349,0.0619,-1.7165,0.0361,2.0035,-1.9175,-1.4784,-0.0988,1.5339,0.1538,0.1555,1.1576,1.0769,-0.2289,-0.7152,1.1961,-0.399,1.399,-0.2705,0.7572,252.9
2022,6,18,13,Monsoon,1,Residential,32.0,49.1,17.1,0.02,53.2,633.0,4.5,53.0,6.4,123.7,182.9,74.4,37.6,2.65,74.4,5.38,11.71,21.5,1003.7,11.8,-0.673,0.8567,0.594,0.3329,0.9212,-1.8573,-0.0803,-0.4262,-0.6861,-1.5824,0.3429,-0.5719,0.3348,0.4608,1.3372,1.0137,-0.0508,-0.1721,-1.0719,-0.5206,0.8445,-0.2518,1.2655,1.602,-0.4446,-0.3008,0.2164,-0.3381,0.2361,-0.1663,209.4
2019,1,6,6,Winter,1,Traffic,13.6,70.1,5.0,4.24,,1184.0,3.8,125.0,11.7,210.6,313.3,128.2,52.7,4.23,53.2,9.46,19.85,9.4,1008.2,9.4,-0.1809,0.0929,-1.5487,0.707,0.8767,-1.0917,-0.7229,-0.5486,-0.1147,-0.7557,0.9145,0.8328,1.964,-1.7554,-0.2504,-1.4014,-1.2826,0.0007,-0.7059,-0.6675,0.0549,0.7571,-1.6537,0.7832,1.1816,0.0127,-0.1425,-0.0111,1.7218,0.5568,179.4
2021,8,7,20,Monsoon,1,Residential,18.7,63.1,0.6,0.45,64.3,745.0,1.8,45.0,12.4,135.2,210.3,80.8,34.0,2.98,60.7,5.85,12.2,11.8,1008.0,11.4,0.0662,0.1353,0.6831,-0.0523,0.244,-0.9127,-1.9198,0.0451,1.041,-0.0426,1.0969,0.0326,0.3567,-0.2846,1.0948,1.9873,-0.2148,0.5522,0.2484,0.1709,0.2182,-0.0082,0.5685,1.3258,0.7849,-0.9301,-1.4999,-0.3991,-1.3354,0.6098,157.7
2019,12,21,14,Winter,0,Traffic,38.3,41.3,,5.89,31.6,353.0,3.5,58.0,9.8,85.7,,52.3,23.3,1.68,71.3,3.54,7.23,25.5,1001.1,12.4,0.929,-0.103,-0.5973,0.0446,-1.176,-0.4575,1.3138,1.2249,-0.1045,0.5871,-0.6562,0.4854,-1.4472,-1.3735,0.0328,-1.2499,-0.137,-0.3044,-1.0074,-1.3607,-1.2642,0.831,-0.2118,0.319,-0.736,-0.9343,0.182,-0.143,-0.3899,-0.7447,151.0
2019,11,9,0,Autumn,1,Residential,24.2,27.6,13.0,0.84,23.7,281.0,5.4,94.0,5.7,80.6,127.8,47.5,23.4,1.63,85.6,3.87,9.01,14.7,1005.4,12.8,-0.3738,-0.1022,-0.6767,-0.2981,-0.5301,-0.0054,0.8405,0.7792,-0.193,1.2298,0.2671,0.5224,-0.3822,1.007,-0.4644,-1.4579,2.0631,-0.4287,1.3428,0.6043,-0.4239,2.064,1.4885,-0.8412,-0.4355,-0.222,-0.2974,-0.2539,-0.1869,-2.1889,185.2
2020,8,2,18,Monsoon,0,Industrial,36.7,50.3,18.6,1.16,95.5,1131.0,3.8,76.0,8.5,175.6,261.8,107.0,52.9,3.53,61.8,7.86,16.68,23.5,1002.1,11.1,0.8789,-0.7871,0.0056,0.6968,0.3079,1.0386,0.7003,-0.8553,-0.5557,-1.101,0.2963,-1.3973,-0.4187,-1.3933,0.2442,0.2885,-2.0169,0.5561,-0.0888,-0.1322,-1.052,0.5585,-0.0487,0.1501,-0.7699,1.1968,0.3425,-0.1072,-1.8727,-0.1034,202.7
2022,4,7,16,Spring,0,Residential,24.7,87.4,1.8,,55.7,668.0,4.8,81.0,8.6,166.9,253.1,101.5,46.7,3.51,54.5,7.53,16.57,15.2,1006.3,10.7,-0.4251,0.1953,-1.0679,-0.6347,1.5354,-1.9035,-0.4499,1.1563,0.0208,0.5891,-0.854,-2.725,-0.3505,-1.5782,-0.714,0.8528,-1.0336,-0.3149,-0.2814,0.9917,0.597,2.2408,-0.0326,1.257,0.8662,0.0966,-2.3265,1.1694,0.5866,0.249,287.8
2023,5,13,18,Spring,0,Traffic,17.3,70.0,0.6,1.77,34.6,397.0,4.7,76.0,14.5,118.3,182.1,70.1,33.9,2.54,69.1,5.2,10.96,10.4,1009.6,12.8,0.9891,0.3564,-0.4404,0.5839,0.0784,0.729,-0.2443,0.567,-0.2723,-1.2199,-0.7375,-0.5389,1.3678,-2.1576,-0.4439,0.4372,1.3532,0.4073,-0.0277,-1.7492,1.3923,-1.1432,-0.6138,0.7229,-0.1439,-0.2856,1.146,-0.622,0.8329,0.2794,170.5
2021,2,26,21,Winter,0,Industrial,23.3,86.7,16.8,0.77,8.5,93.0,5.9,71.0,1.8,60.8,91.4,35.8,17.0,1.12,77.4,2.96,6.31,15.8,1006.1,13.2,-0.9713,1.0115,-0.4678,0.497,-1.1959,0.1258,0.9274,0.2585,0.4379,1.581,0.0061,0.6221,-0.746,0.1551,0.0606,-0.1726,-0.3942,-0.1232,-0.1139,-1.4849,-1.0472,-0.8249,0.305,1.3327,-0.0916,-0.9609,-0.8493,0.3237,-0.5107,1.3034,226.5
2019,5,19,14,Spring,0,Residential,17.3,59.4,3.9,1.61,55.1,659.0,1.0,95.0,7.1,97.7,144.9,55.0,29.1,1.84,73.5,4.36,9.24,11.1,1008.8,12.7,0.6757,-1.0331,-1.2146,-0.3057,-0.9646,-0.1325,-1.3339,-0.4306,0.2871,1.6282,1.124,-0.6115,1.21,-0.245,0.3748,-1.68,-2.6069,-0.3624,0.9092,0.8702,-0.7451,-0.2075,-1.0209,1.3773,0.5659,0.0044,-0.717,0.3471,-0.2819,-0.039,142.7
2019,12,18,11,Winter,0,Traffic,20.9,59.3,6.2,2.62,75.1,904.0,3.9,87.0,12.8,180.4,273.4,108.7,49.1,3.56,52.5,8.37,17.83,14.9,1007.8,11.0,0.1187,-1.4939,-1.2611,-0.6252,-0.874,-1.4642,0.0415,1.7135,1.0929,-0.6165,-0.0062,-1.6552,0.5734,-1.0538,0.0768,1.0756,0.204,0.4123,-1.2137,-0.461,-0.5456,1.6676,-0.0471,0.1841,1.1271,0.7314,0.8243,-3.3201,0.6109,-1.0966,204.5
2019,8,17,16,Monsoon,1,Residential,27.8,18.0,27.6,0.09,47.6,584.0,10.0,107.0,1.0,157.5,234.6,95.9,44.0,3.07,,,14.23,18.3,1005.7,10.6,-2.0846,-0.2878,1.0371,-0.1713,0.602,0.8014,1.9934,0.0535,1.2971,-1.166,-0.0178,0.1613,-0.2938,1.8633,2.2003,-1.2066,-0.4176,-0.0073,0.8632,-0.0619,-1.0632,0.816,0.6436,0.4942,0.1858,-0.2832,-0.5383,1.255,0.6025,-0.6584,281.2
